,path,ID,mask_state,age,gender,label
66,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,12,Wear,57,male,2
67,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,12,Wear,57,male,2
68,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,12,Wear,57,male,2
69,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,12,Wear,57,male,2
70,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,14,Wear,58,female,5
71,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,14,Not Wear,58,female,17
72,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,14,Incorrect,58,female,11
73,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,14,Wear,58,female,5
74,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,14,Wear,58,female,5
75,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,14,Wear,58,female,5
76,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,14,Wear,58,female,5
77,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,15,Wear,55,male,1
78,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,15,Not Wear,55,male,13
79,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,15,Incorrect,55,male,7
80,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,15,Wear,55,male,1
81,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,15,Wear,55,male,1
82,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,15,Wear,55,male,1
83,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,15,Wear,55,male,1
84,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,16,Wear,58,female,5
85,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,16,Not Wear,58,female,17
86,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,16,Incorrect,58,female,11
87,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,16,Wear,58,female,5
88,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,16,Wear,58,female,5
89,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,16,Wear,58,female,5
90,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,16,Wear,58,female,5
91,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,18,Wear,59,female,5
92,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,18,Not Wear,59,female,17
93,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,18,Incorrect,59,female,11
94,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,18,Wear,59,female,5
95,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,18,Wear,59,female,5
96,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,18,Wear,59,female,5
97,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,18,Wear,59,female,5
98,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,19,Wear,57,female,5
99,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,19,Not Wear,57,female,17
100,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,19,Incorrect,57,female,11
101,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,19,Wear,57,female,5
102,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,19,Wear,57,female,5
103,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,19,Wear,57,female,5
104,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,19,Wear,57,female,5
105,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,20,Wear,50,female,4
106,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,20,Incorrect,50,female,10
107,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,20,Not Wear,50,female,16
108,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,20,Wear,50,female,4
109,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,20,Wear,50,female,4
110,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,20,Wear,50,female,4
111,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,20,Wear,50,female,4
112,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,21,Wear,54,female,4
113,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,21,Not Wear,54,female,16
114,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,21,Incorrect,54,female,10
115,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,21,Wear,54,female,4
116,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,21,Wear,54,female,4
117,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,21,Wear,54,female,4
118,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,21,Wear,54,female,4
119,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,22,Wear,58,female,5
120,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,22,Not Wear,58,female,17
121,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,22,Incorrect,58,female,11
122,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,22,Wear,58,female,5
123,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,22,Wear,58,female,5
124,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,22,Wear,58,female,5
125,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,22,Wear,58,female,5
126,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,23,Wear,55,female,4
127,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,23,Not Wear,55,female,16
128,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,23,Incorrect,55,female,10
129,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,23,Wear,55,female,4
130,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,23,Wear,55,female,4
131,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,23,Wear,55,female,4
132,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,23,Wear,55,female,4
133,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,24,Wear,58,female,5
134,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,24,Not Wear,58,female,17
135,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,24,Incorrect,58,female,11
136,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,24,Wear,58,female,5
137,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,24,Wear,58,female,5
138,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,24,Wear,58,female,5
139,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,24,Wear,58,female,5
140,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,25,Wear,49,female,4
141,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,25,Not Wear,49,female,16
142,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,25,Incorrect,49,female,10
143,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,25,Wear,49,female,4
144,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,25,Wear,49,female,4
145,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,25,Wear,49,female,4
146,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,25,Wear,49,female,4
147,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,26,Wear,56,female,4
148,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,26,Not Wear,56,female,16
149,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,26,Incorrect,56,female,10
150,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,26,Wear,56,female,4
151,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,26,Wear,56,female,4
152,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,26,Wear,56,female,4
153,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,26,Wear,56,female,4
154,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,28,Wear,58,female,5
155,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,28,Not Wear,58,female,17
156,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,28,Incorrect,58,female,11
157,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,28,Wear,58,female,5
158,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,28,Wear,58,female,5
159,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,28,Wear,58,female,5
160,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,28,Wear,58,female,5
161,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,29,Wear,58,female,5
162,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,29,Not Wear,58,female,17
163,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,29,Incorrect,58,female,11
164,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,29,Wear,58,female,5
165,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,29,Wear,58,female,5
166,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,29,Wear,58,female,5
167,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,29,Wear,58,female,5
168,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,30,Wear,55,female,4
169,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,30,Not Wear,55,female,16
170,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,30,Incorrect,55,female,10
171,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,30,Wear,55,female,4
172,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,30,Wear,55,female,4
173,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,30,Wear,55,female,4
174,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,30,Wear,55,female,4
175,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,31,Wear,54,female,4
176,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,31,Not Wear,54,female,16
177,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,31,Incorrect,54,female,10
178,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,31,Wear,54,female,4
179,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,31,Wear,54,female,4
180,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,31,Wear,54,female,4
181,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,31,Wear,54,female,4
182,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,33,Wear,57,male,2
183,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,33,Not Wear,57,male,14
184,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,33,Incorrect,57,male,8
185,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,33,Wear,57,male,2
186,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,33,Wear,57,male,2
187,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,33,Wear,57,male,2
188,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,33,Wear,57,male,2
189,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,34,Wear,55,female,4
190,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,34,Not Wear,55,female,16
191,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,34,Incorrect,55,female,10
192,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,34,Wear,55,female,4
193,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,34,Wear,55,female,4
194,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,34,Wear,55,female,4
195,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,34,Wear,55,female,4
196,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,36,Wear,58,female,5
197,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,36,Not Wear,58,female,17
198,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,36,Incorrect,58,female,11
199,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,36,Wear,58,female,5
200,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,36,Wear,58,female,5
201,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,36,Wear,58,female,5
202,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,36,Wear,58,female,5
203,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,37,Wear,58,female,5
204,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,37,Not Wear,58,female,17
205,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,37,Incorrect,58,female,11
206,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,37,Wear,58,female,5
207,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,37,Wear,58,female,5
208,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,37,Wear,58,female,5
209,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,37,Wear,58,female,5
210,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,38,Wear,58,female,5
211,/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,38,Not Wear,58,female,17
212,/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,38,Incorrect,58,female,11
213,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,38,Wear,58,female,5
214,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,38,Wear,58,female,5
215,/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,38,Wear,58,female,5
216,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,38,Wear,58,female,5
217,/opt/ml/input/data/train/images/000039_female_Asian_57/mask1.jpg,39,Wear,67,female,5
218,/opt/ml/input/data/train/images/000039_female_Asian_57/normal.jpg,39,Not Wear,67,female,17
219,/opt/ml/input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,39,Incorrect,67,female,11
220,/opt/ml/input/data/train/images/000039_female_Asian_57/mask2.jpg,39,Wear,67,female,5
221,/opt/ml/input/data/train/images/000039_female_Asian_57/mask4.jpg,39,Wear,67,female,5
222,/opt/ml/input/data/train/images/000039_female_Asian_57/mask5.jpg,39,Wear,67,female,5
223,/opt/ml/input/data/train/images/000039_female_Asian_57/mask3.jpg,39,Wear,67,female,5
224,/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,40,Wear,57,female,5
225,/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,40,Not Wear,57,female,17
226,/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,40,Incorrect,57,female,11
227,/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,40,Wear,57,female,5
228,/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,40,Wear,57,female,5
229,/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,40,Wear,57,female,5
230,/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,40,Wear,57,female,5
231,/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,41,Wear,58,female,5
232,/opt/ml/input/data/train/images/000041_female_Asian_58/normal.jpg,41,Not Wear,58,female,17
233,/opt/ml/input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,41,Incorrect,58,female,11
234,/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,41,Wear,58,female,5
235,/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,41,Wear,58,female,5
236,/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,41,Wear,58,female,5
237,/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,41,Wear,58,female,5
238,/opt/ml/input/data/train/images/000043_male_Asian_56/mask1.jpg,43,Wear,56,male,1
239,/opt/ml/input/data/train/images/000043_male_Asian_56/normal.jpg,43,Not Wear,56,male,13
240,/opt/ml/input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,43,Incorrect,56,male,7
241,/opt/ml/input/data/train/images/000043_male_Asian_56/mask2.jpg,43,Wear,56,male,1
242,/opt/ml/input/data/train/images/000043_male_Asian_56/mask4.jpg,43,Wear,56,male,1
243,/opt/ml/input/data/train/images/000043_male_Asian_56/mask5.jpg,43,Wear,56,male,1
244,/opt/ml/input/data/train/images/000043_male_Asian_56/mask3.jpg,43,Wear,56,male,1
245,/opt/ml/input/data/train/images/000044_female_Asian_58/mask1.jpg,44,Wear,58,female,5
246,/opt/ml/input/data/train/images/000044_female_Asian_58/normal.jpg,44,Not Wear,58,female,17
247,/opt/ml/input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,44,Incorrect,58,female,11
248,/opt/ml/input/data/train/images/000044_female_Asian_58/mask2.jpg,44,Wear,58,female,5
249,/opt/ml/input/data/train/images/000044_female_Asian_58/mask4.jpg,44,Wear,58,female,5
250,/opt/ml/input/data/train/images/000044_female_Asian_58/mask5.jpg,44,Wear,58,female,5
251,/opt/ml/input/data/train/images/000044_female_Asian_58/mask3.jpg,44,Wear,58,female,5
252,/opt/ml/input/data/train/images/000045_female_Asian_56/mask1.jpg,45,Wear,56,female,4
253,/opt/ml/input/data/train/images/000045_female_Asian_56/normal.jpg,45,Not Wear,56,female,16
254,/opt/ml/input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,45,Incorrect,56,female,10
255,/opt/ml/input/data/train/images/000045_female_Asian_56/mask2.jpg,45,Wear,56,female,4
256,/opt/ml/input/data/train/images/000045_female_Asian_56/mask4.jpg,45,Wear,56,female,4
257,/opt/ml/input/data/train/images/000045_female_Asian_56/mask5.jpg,45,Wear,56,female,4
258,/opt/ml/input/data/train/images/000045_female_Asian_56/mask3.jpg,45,Wear,56,female,4
259,/opt/ml/input/data/train/images/000046_male_Asian_55/mask1.jpg,46,Wear,55,male,1
260,/opt/ml/input/data/train/images/000046_male_Asian_55/normal.jpg,46,Not Wear,55,male,13
261,/opt/ml/input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,46,Incorrect,55,male,7
262,/opt/ml/input/data/train/images/000046_male_Asian_55/mask2.jpg,46,Wear,55,male,1
263,/opt/ml/input/data/train/images/000046_male_Asian_55/mask4.jpg,46,Wear,55,male,1
264,/opt/ml/input/data/train/images/000046_male_Asian_55/mask5.jpg,46,Wear,55,male,1
265,/opt/ml/input/data/train/images/000046_male_Asian_55/mask3.jpg,46,Wear,55,male,1
266,/opt/ml/input/data/train/images/000047_male_Asian_58/mask1.jpg,47,Wear,58,male,2
267,/opt/ml/input/data/train/images/000047_male_Asian_58/normal.jpg,47,Not Wear,58,male,14
268,/opt/ml/input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,47,Incorrect,58,male,8
269,/opt/ml/input/data/train/images/000047_male_Asian_58/mask2.jpg,47,Wear,58,male,2
270,/opt/ml/input/data/train/images/000047_male_Asian_58/mask4.jpg,47,Wear,58,male,2
271,/opt/ml/input/data/train/images/000047_male_Asian_58/mask5.jpg,47,Wear,58,male,2
272,/opt/ml/input/data/train/images/000047_male_Asian_58/mask3.jpg,47,Wear,58,male,2
273,/opt/ml/input/data/train/images/000048_female_Asian_57/mask1.jpg,48,Wear,57,female,5
274,/opt/ml/input/data/train/images/000048_female_Asian_57/normal.jpg,48,Not Wear,57,female,17
275,/opt/ml/input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,48,Incorrect,57,female,11
276,/opt/ml/input/data/train/images/000048_female_Asian_57/mask2.jpg,48,Wear,57,female,5
277,/opt/ml/input/data/train/images/000048_female_Asian_57/mask4.jpg,48,Wear,57,female,5
278,/opt/ml/input/data/train/images/000048_female_Asian_57/mask5.jpg,48,Wear,57,female,5
279,/opt/ml/input/data/train/images/000048_female_Asian_57/mask3.jpg,48,Wear,57,female,5
280,/opt/ml/input/data/train/images/000062_female_Asian_55/mask1.jpg,62,Wear,55,female,4
281,/opt/ml/input/data/train/images/000062_female_Asian_55/normal.jpg,62,Not Wear,55,female,16
282,/opt/ml/input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,62,Incorrect,55,female,10
283,/opt/ml/input/data/train/images/000062_female_Asian_55/mask2.jpg,62,Wear,55,female,4
